,points_range,deslen,price_range,variety,province
971,85-89,249,<10,Chardonnay,Australia Other
972,90-94,350,10-19,Cabernet Sauvignon,South Australia
973,90-94,498,80-99,Bordeaux-style Red Blend,Victoria
974,85-89,261,10-19,Chardonnay,New South Wales
975,95-99,354,100+,Shiraz,South Australia
976,95-99,262,60-79,Shiraz,South Australia
977,80-84,168,10-19,Shiraz,Victoria
978,90-94,182,30-39,Chardonnay,Western Australia
979,90-94,267,80-99,Shiraz,South Australia
980,90-94,230,60-79,Shiraz,South Australia
981,85-89,185,20-29,Champagne Blend,South Australia
982,90-94,372,50-59,Shiraz,South Australia
983,90-94,538,100+,Shiraz,Victoria
984,85-89,161,10-19,Riesling,Victoria
985,90-94,301,20-29,Cabernet Sauvignon-Shiraz,South Australia
986,90-94,315,40-49,Pinot Noir,Victoria
987,90-94,296,40-49,Pinot Noir,Victoria
988,90-94,254,20-29,Shiraz,South Australia
989,90-94,259,30-39,Cabernet Sauvignon,South Australia
990,85-89,175,10-19,Sauvignon Blanc,South Australia
991,85-89,192,20-29,Sauvignon Blanc-Semillon,Western Australia
992,90-94,244,30-39,Pinot Noir,Tasmania
993,85-89,259,10-19,Pinot Grigio,South Australia
994,85-89,166,30-39,Zinfandel,South Australia
995,85-89,419,10-19,G-S-M,Australia Other
996,85-89,194,20-29,G-S-M,South Australia
997,85-89,218,10-19,Grenache-Shiraz,South Australia
998,80-84,247,10-19,Muscat,Australia Other
999,90-94,209,60-79,Shiraz-Grenache,South Australia
1000,90-94,409,50-59,Pinot Noir,Victoria
1001,90-94,287,20-29,Shiraz,South Australia
1002,90-94,243,20-29,Shiraz-Viognier,South Australia
1003,80-84,280,30-39,Durif,Victoria
1004,80-84,181,10-19,Grenache,South Australia
1005,80-84,215,<10,Shiraz,Australia Other
1006,80-84,185,<10,Pinot Noir,South Australia
1007,80-84,212,10-19,Red Blend,South Australia
1008,85-89,211,30-39,Pinot Noir,Victoria
1009,80-84,208,20-29,Pinot Noir,Victoria
1010,80-84,141,10-19,Sparkling Blend,South Australia
1011,80-84,232,10-19,Pinot Noir,South Australia
1012,85-89,196,10-19,Chardonnay,South Australia
1013,90-94,385,80-99,Shiraz-Viognier,Victoria
1014,90-94,328,100+,Shiraz,South Australia
1015,80-84,142,20-29,Rosé,Western Australia
1016,85-89,227,30-39,Pinot Noir,South Australia
1017,90-94,225,60-79,Cabernet Sauvignon,South Australia
1018,90-94,211,30-39,Malbec,South Australia
1019,90-94,277,10-19,Red Blend,South Australia
1020,90-94,328,30-39,Cabernet Sauvignon,South Australia
1021,90-94,296,20-29,Shiraz,South Australia
1022,90-94,388,100+,Shiraz-Viognier,South Australia
1023,90-94,278,40-49,Riesling,South Australia
1024,90-94,252,60-79,Shiraz,South Australia
1025,90-94,220,40-49,Cabernet Sauvignon,South Australia
1026,90-94,272,60-79,Shiraz,South Australia
1027,90-94,263,60-79,Shiraz,South Australia
1028,90-94,270,10-19,Mourvèdre-Syrah,South Australia
1029,90-94,375,60-79,Chardonnay,Western Australia
1030,90-94,235,30-39,Chardonnay,South Australia
1031,90-94,378,20-29,Shiraz,South Australia
1032,80-84,162,10-19,Pinot Noir,Victoria
1033,90-94,241,60-79,Chardonnay,South Australia
1034,80-84,305,10-19,Pinot Noir,Western Australia
1035,85-89,209,10-19,Sparkling Blend,South Australia
1036,85-89,233,10-19,Cabernet Sauvignon,Australia Other
1037,90-94,262,50-59,Pinot Noir,Victoria
1038,90-94,344,60-79,Chardonnay,Victoria
1039,85-89,299,10-19,Shiraz,South Australia
1040,85-89,250,20-29,Shiraz-Viognier,South Australia
1041,85-89,198,20-29,Red Blend,South Australia
1042,85-89,330,30-39,Shiraz,Australia Other
1043,85-89,263,30-39,Pinot Noir,New South Wales
1044,90-94,285,50-59,Cabernet Sauvignon,South Australia
1045,85-89,250,10-19,Cabernet Sauvignon,Western Australia
1046,80-84,159,20-29,Red Blend,South Australia
1047,90-94,223,30-39,Chardonnay,Victoria
1048,90-94,259,20-29,Roussanne,South Australia
1049,90-94,318,80-99,Grenache,South Australia
1050,90-94,429,60-79,Cabernet Sauvignon,South Australia
1051,85-89,177,10-19,Shiraz,Australia Other
1052,90-94,209,20-29,Shiraz,South Australia
1053,85-89,193,20-29,Shiraz,South Australia
1054,90-94,339,60-79,G-S-M,South Australia
1055,90-94,244,20-29,Muscat Hamburg,New South Wales
1056,90-94,290,40-49,Shiraz,South Australia
1057,90-94,285,20-29,Cabernet Sauvignon,South Australia
1058,85-89,271,20-29,Shiraz,South Australia
1059,85-89,416,30-39,Sauvignon,Victoria
1060,85-89,216,10-19,Riesling,South Australia
1061,85-89,211,10-19,Viognier,South Australia
1062,85-89,218,20-29,Sauvignon Blanc,South Australia
1063,90-94,262,100+,Muscat,Victoria
1064,85-89,337,30-39,Shiraz,New South Wales
1065,85-89,268,40-49,Pinot Noir,Victoria
1066,90-94,256,60-79,Mataro,South Australia
1067,80-84,245,<10,Sparkling Blend,Australia Other
1068,80-84,198,10-19,Moscato,South Australia
1069,90-94,256,20-29,Shiraz,South Australia
1070,85-89,194,10-19,Chardonnay,South Australia
1071,85-89,107,10-19,Chardonnay,Australia Other
1072,80-84,201,20-29,Semillon-Sauvignon Blanc,Western Australia
1073,90-94,237,40-49,Shiraz,South Australia
1074,85-89,204,10-19,Cabernet Sauvignon,Western Australia
1075,85-89,173,10-19,Chardonnay,South Australia
1076,85-89,325,10-19,Chardonnay-Semillon,South Australia
1077,90-94,313,20-29,Riesling,Western Australia
1078,85-89,126,20-29,Chardonnay,South Australia
1079,85-89,160,20-29,Cabernet Sauvignon,South Australia
1080,85-89,209,10-19,Cabernet Sauvignon,South Australia
1081,90-94,213,20-29,Shiraz,Victoria
1082,85-89,179,10-19,Sauvignon Blanc,South Australia
1083,85-89,244,10-19,Sauvignon Blanc,Victoria
1084,85-89,159,80-99,Shiraz,South Australia
1085,80-84,265,10-19,Chardonnay,South Australia
1086,90-94,246,20-29,Shiraz,South Australia
1087,85-89,249,30-39,Cabernet Sauvignon,Western Australia
1088,85-89,217,10-19,Cabernet Sauvignon,South Australia
1089,85-89,172,<10,Shiraz,Australia Other
1090,80-84,161,20-29,Chardonnay,Western Australia
1091,85-89,217,10-19,Vermentino,South Australia
1092,90-94,246,60-79,Grenache,South Australia
1093,90-94,336,100+,Shiraz,South Australia
1094,85-89,238,10-19,Chardonnay,Australia Other
1095,85-89,228,80-99,Shiraz,South Australia
1096,90-94,264,10-19,G-S-M,South Australia
1097,95-99,290,80-99,Shiraz,South Australia
1098,85-89,205,20-29,Shiraz,South Australia
1099,85-89,273,10-19,Red Blend,Australia Other
1100,85-89,208,10-19,Cabernet Sauvignon,South Australia
1101,85-89,140,10-19,Shiraz-Grenache,South Australia
1102,85-89,234,10-19,Cabernet Sauvignon,South Australia
1103,85-89,161,10-19,Pinot Grigio,Australia Other
1104,95-99,341,100+,Shiraz,South Australia
1105,95-99,447,100+,Cabernet Sauvignon,South Australia
1106,95-99,276,100+,Grenache,South Australia
1107,85-89,234,10-19,Red Blend,South Australia
1108,90-94,343,100+,Cabernet Sauvignon,South Australia
1109,90-94,316,100+,Shiraz,South Australia
1110,90-94,260,30-39,Cabernet Sauvignon-Shiraz,South Australia
1111,85-89,216,10-19,Chardonnay,Australia Other
1112,85-89,238,20-29,Cabernet Sauvignon,Western Australia
1113,85-89,168,20-29,Riesling,South Australia
1114,85-89,183,10-19,Red Blend,South Australia
1115,90-94,387,60-79,Red Blend,Victoria
1116,85-89,288,20-29,Cabernet Sauvignon,South Australia
1117,85-89,244,40-49,Pinot Noir,Victoria
1118,85-89,228,10-19,Shiraz,Australia Other
1119,85-89,370,30-39,Durif,Victoria
1120,90-94,347,10-19,White Blend,South Australia
1121,85-89,286,10-19,Shiraz,South Australia
1122,85-89,228,30-39,Chardonnay,South Australia
1123,85-89,317,20-29,Cabernet Sauvignon,Western Australia
1124,90-94,224,20-29,Riesling,Western Australia
1125,80-84,170,10-19,Chardonnay,South Australia
1126,85-89,239,20-29,Chardonnay,Western Australia
1127,85-89,222,10-19,Chardonnay,Victoria
1128,85-89,193,20-29,Chardonnay,South Australia
1129,90-94,240,80-99,Shiraz,South Australia
1130,90-94,251,40-49,Chardonnay,Victoria
1131,90-94,333,100+,Bordeaux-style Red Blend,Western Australia
1132,90-94,211,40-49,Champagne Blend,Tasmania
1133,90-94,235,20-29,Cabernet Sauvignon,South Australia
1134,85-89,219,10-19,Chardonnay,South Australia
1135,90-94,175,10-19,Shiraz,South Australia
1136,90-94,245,30-39,Cabernet Sauvignon,South Australia
1137,90-94,220,50-59,Shiraz,South Australia
1138,90-94,180,20-29,Shiraz,South Australia
1139,90-94,200,20-29,Shiraz,South Australia
1140,85-89,234,30-39,Shiraz,Western Australia
1141,90-94,288,100+,Syrah,South Australia
1142,90-94,268,60-79,Pinot Noir,Victoria
1143,85-89,316,50-59,Shiraz,South Australia
1144,80-84,137,10-19,Malbec,New South Wales
1145,80-84,232,30-39,Viognier,Victoria
1146,85-89,232,10-19,Shiraz,New South Wales
1147,85-89,222,20-29,Chardonnay,South Australia
1148,90-94,237,30-39,Cabernet Sauvignon,South Australia
1149,90-94,286,60-79,Cabernet Sauvignon,South Australia
1150,90-94,264,80-99,Shiraz,South Australia
1151,90-94,310,30-39,Shiraz,South Australia
1152,90-94,224,30-39,Shiraz,South Australia
1153,90-94,226,10-19,Viognier,South Australia
1154,90-94,314,20-29,Shiraz,South Australia
1155,90-94,284,60-79,Shiraz,Victoria
1156,90-94,320,60-79,Sémillon,New South Wales
1157,90-94,193,20-29,Chardonnay,Western Australia
1158,90-94,311,50-59,Pinot Noir,Victoria
1159,90-94,212,10-19,Chardonnay,South Australia
1160,90-94,283,20-29,Shiraz,South Australia
1161,90-94,256,30-39,Cabernet Sauvignon,South Australia
1162,90-94,297,10-19,Rhône-style White Blend,Victoria
1163,90-94,224,20-29,Shiraz,South Australia
1164,90-94,259,20-29,Shiraz,South Australia
1165,90-94,395,80-99,Shiraz,South Australia
1166,90-94,328,60-79,Pinot Noir,Victoria
1167,85-89,340,60-79,Cabernet Sauvignon,South Australia
1168,85-89,323,10-19,Red Blend,South Australia
1169,85-89,220,10-19,Shiraz,Australia Other
1170,90-94,305,100+,Shiraz,South Australia
1171,85-89,279,10-19,Riesling,Victoria
1172,85-89,115,10-19,Chardonnay,South Australia
1173,85-89,230,10-19,Shiraz-Grenache,South Australia
1174,90-94,221,40-49,G-S-M,South Australia
1175,90-94,295,30-39,Grenache-Shiraz,South Australia
1176,90-94,332,100+,Syrah,South Australia
1177,90-94,296,50-59,Shiraz,South Australia
1178,90-94,322,100+,Syrah,South Australia
1179,85-89,141,10-19,Chardonnay,South Australia
1180,85-89,232,40-49,Shiraz,South Australia
1181,85-89,297,10-19,Rhône-style Red Blend,South Australia
1182,85-89,232,10-19,Chardonnay,South Australia
1183,80-84,106,10-19,Chardonnay,Western Australia
1184,90-94,301,20-29,Cabernet Sauvignon-Shiraz,South Australia
1185,90-94,250,20-29,Viognier,South Australia
1186,85-89,182,30-39,Pinot Noir,Victoria
1187,90-94,363,30-39,Cabernet Sauvignon,South Australia
1188,90-94,349,50-59,Cabernet Sauvignon,South Australia
1189,90-94,229,20-29,Shiraz,South Australia
1190,85-89,204,10-19,Chardonnay,Western Australia
1191,85-89,237,10-19,Cabernet Sauvignon,South Australia
1192,90-94,328,50-59,Chardonnay,Western Australia
1193,85-89,322,20-29,Petit Verdot,South Australia
1194,85-89,274,20-29,Shiraz-Viognier,Victoria
1195,85-89,234,20-29,Shiraz,South Australia
1196,85-89,192,10-19,Shiraz,South Australia
1197,90-94,272,30-39,Chardonnay,New South Wales
1198,90-94,397,30-39,Riesling,South Australia
1199,90-94,228,60-79,Cabernet Sauvignon,South Australia
1200,90-94,361,40-49,Sémillon,New South Wales
1201,90-94,264,60-79,Shiraz,South Australia
1202,80-84,111,10-19,Shiraz,Australia Other
1203,85-89,210,60-79,Shiraz-Cabernet,South Australia
1204,80-84,210,10-19,Red Blend,South Australia
1205,90-94,429,80-99,Chardonnay,Western Australia
1206,90-94,360,60-79,Shiraz,South Australia
1207,85-89,169,10-19,Sauvignon Blanc,South Australia
1208,85-89,185,10-19,Red Blend,South Australia
1209,90-94,307,20-29,Shiraz,South Australia
1210,90-94,299,10-19,Viognier,South Australia
1211,85-89,223,10-19,Grenache,South Australia
1212,85-89,267,10-19,Shiraz,South Australia
1213,95-99,384,100+,Muscadelle,Victoria
1214,95-99,435,80-99,Shiraz,South Australia
1215,85-89,277,10-19,Sangiovese,South Australia
1216,85-89,227,10-19,Riesling,South Australia
1217,90-94,266,100+,Shiraz,South Australia
1218,90-94,371,60-79,Cabernet Sauvignon,South Australia
1219,85-89,283,10-19,Shiraz-Cabernet Sauvignon,South Australia
1220,85-89,283,10-19,Red Blend,South Australia
1221,90-94,223,50-59,Shiraz,South Australia
1222,90-94,326,50-59,Cabernet Sauvignon,South Australia
1223,85-89,305,10-19,Cabernet Sauvignon,Australia Other
1224,85-89,225,10-19,Sémillon,South Australia
1225,90-94,297,20-29,Riesling,South Australia
1226,85-89,306,10-19,Savagnin,South Australia
1227,85-89,208,30-39,Grenache,South Australia
1228,85-89,230,40-49,Pinot Noir,Victoria
1229,90-94,219,30-39,Cabernet Sauvignon,South Australia
1230,90-94,284,20-29,Shiraz,South Australia
1231,85-89,247,20-29,Red Blend,South Australia
1232,85-89,222,10-19,Shiraz,Western Australia
1233,85-89,181,10-19,Verdelho,South Australia
1234,85-89,316,20-29,Grenache,South Australia
1235,85-89,292,20-29,Shiraz-Mourvèdre,South Australia
1236,85-89,315,10-19,Shiraz,South Australia
1237,85-89,250,60-79,G-S-M,South Australia
1238,85-89,242,30-39,Chardonnay,Victoria
1239,85-89,281,10-19,Shiraz,Victoria
1240,85-89,278,10-19,Red Blend,South Australia
1241,90-94,243,50-59,Chardonnay,Western Australia
1242,85-89,165,10-19,Chardonnay,South Australia
1243,85-89,173,10-19,Shiraz,Australia Other
1244,85-89,247,20-29,Red Blend,South Australia
1245,85-89,174,10-19,Chardonnay,Australia Other
1246,85-89,228,10-19,Cabernet Sauvignon-Merlot,Western Australia
1247,85-89,258,80-99,Merlot,South Australia
1248,85-89,292,10-19,Chardonnay,South Australia
1249,85-89,286,40-49,Pinot Noir,South Australia
1250,90-94,281,50-59,Shiraz,South Australia
1251,90-94,309,20-29,Shiraz,South Australia
1252,90-94,281,80-99,Shiraz,South Australia
1253,85-89,199,10-19,Rosé,Victoria
1254,90-94,195,50-59,Grenache,South Australia
1255,90-94,273,20-29,Shiraz,South Australia
1256,90-94,313,20-29,Syrah,South Australia
1257,90-94,314,60-79,Shiraz,South Australia
1258,85-89,258,20-29,Chardonnay,South Australia
1259,85-89,239,10-19,White Blend,South Australia
1260,90-94,252,100+,Tokay,Victoria
1261,90-94,242,10-19,Sauvignon Blanc,Western Australia
1262,90-94,283,60-79,Red Blend,South Australia
1263,90-94,212,10-19,Pinot Grigio,South Australia
1264,90-94,260,20-29,Shiraz,South Australia
1265,90-94,342,30-39,Shiraz,South Australia
1266,85-89,218,40-49,Chardonnay,Western Australia
1267,85-89,273,10-19,Shiraz,Western Australia
1268,85-89,225,20-29,Champagne Blend,Australia Other
1269,90-94,232,60-79,Cabernet Sauvignon,South Australia
1270,85-89,251,10-19,Shiraz,Western Australia
1271,85-89,377,10-19,Cabernet Sauvignon,Australia Other
1272,85-89,348,10-19,Shiraz-Viognier,Western Australia
1273,85-89,265,<10,Red Blend,Western Australia
1274,85-89,301,10-19,Shiraz,South Australia
1275,85-89,294,20-29,Grenache,South Australia
1276,90-94,238,30-39,Shiraz,Victoria
1277,90-94,251,60-79,Shiraz,South Australia
1278,90-94,320,30-39,Cabernet Sauvignon,South Australia
1279,90-94,241,20-29,Riesling,South Australia
1280,90-94,204,30-39,Riesling,South Australia
1281,90-94,231,20-29,Riesling,South Australia
1282,90-94,338,40-49,Cabernet Sauvignon,Western Australia
1283,90-94,331,80-99,Shiraz-Viognier,Victoria
1284,90-94,341,40-49,Red Blend,Western Australia
1285,90-94,316,50-59,Bordeaux-style Red Blend,Western Australia
1286,90-94,281,30-39,Riesling,Western Australia
1287,85-89,209,20-29,Rosé,South Australia
1288,90-94,229,50-59,Shiraz,South Australia
1289,85-89,253,10-19,Riesling,South Australia
1290,90-94,214,10-19,Riesling,South Australia
1291,90-94,367,10-19,Riesling,South Australia
1292,85-89,291,60-79,Shiraz,South Australia
1293,85-89,165,10-19,Rosé,South Australia
1294,85-89,267,20-29,Sauvignon Blanc-Semillon,Western Australia
1295,90-94,178,60-79,Shiraz,South Australia
1296,85-89,301,10-19,Sparkling Blend,Australia Other
1297,85-89,283,10-19,Red Blend,South Australia
1298,85-89,260,10-19,Vermentino,South Australia
1299,80-84,232,10-19,Pinot Noir,South Australia
1300,80-84,266,20-29,Sparkling Blend,South Australia
1301,80-84,255,50-59,Pinot Noir,Victoria
1302,80-84,135,20-29,Champagne Blend,South Australia
1303,80-84,241,20-29,Chardonnay,South Australia
1304,90-94,268,30-39,Pinot Noir,Tasmania
1305,90-94,235,40-49,Riesling,Western Australia
1306,90-94,209,40-49,Chardonnay,Victoria
1307,85-89,219,10-19,Chardonnay,South Australia
1308,85-89,215,10-19,Chardonnay,Australia Other
1309,85-89,216,10-19,Chardonnay,Western Australia
1310,90-94,368,40-49,Shiraz,Western Australia
1311,85-89,298,40-49,Shiraz,South Australia
1312,85-89,312,60-79,Shiraz,Victoria
1313,90-94,210,60-79,Cabernet Sauvignon,South Australia
1314,85-89,287,10-19,Cabernet Sauvignon,Western Australia
1315,85-89,296,10-19,Sparkling Blend,Victoria
1316,85-89,216,10-19,Cabernet Sauvignon,South Australia
1317,85-89,228,10-19,Sauvignon Blanc,South Australia
1318,90-94,267,60-79,Shiraz,South Australia
1319,90-94,324,80-99,Shiraz,South Australia
1320,90-94,177,80-99,Shiraz,South Australia
1321,90-94,253,20-29,Shiraz,South Australia
1322,90-94,386,60-79,Grenache,South Australia
1323,90-94,231,30-39,Grenache,South Australia
1324,90-94,267,10-19,Shiraz,Victoria
1325,90-94,280,20-29,Shiraz-Grenache,South Australia
1326,90-94,253,60-79,Chardonnay,Victoria
1327,90-94,291,20-29,Red Blend,South Australia
1328,90-94,224,60-79,Shiraz,South Australia
1329,90-94,200,30-39,Shiraz,South Australia
1330,85-89,243,10-19,Shiraz-Mourvèdre,South Australia
1331,85-89,296,50-59,Syrah,South Australia
1332,85-89,236,20-29,Cabernet Sauvignon,Western Australia
1333,90-94,424,30-39,Chardonnay,South Australia
1334,90-94,251,30-39,Shiraz,South Australia
1335,90-94,334,10-19,Riesling,South Australia
1336,90-94,370,20-29,Rhône-style Red Blend,South Australia
1337,90-94,256,20-29,Shiraz-Grenache,South Australia
1338,90-94,213,20-29,Chardonnay,South Australia
1339,90-94,325,10-19,Riesling,South Australia
1340,90-94,287,40-49,Riesling,South Australia
1341,90-94,273,20-29,Riesling,South Australia
1342,85-89,209,10-19,Cabernet Sauvignon,South Australia
1343,90-94,214,40-49,Shiraz,South Australia
1344,85-89,142,20-29,Mourvèdre,South Australia
1345,90-94,211,80-99,Shiraz,South Australia
1346,90-94,228,80-99,Shiraz,South Australia
1347,85-89,201,10-19,Chardonnay,Western Australia
1348,85-89,181,10-19,Chardonnay,Western Australia
1349,85-89,251,10-19,Chardonnay,Victoria
1350,85-89,236,10-19,Chardonnay,New South Wales
1351,90-94,293,20-29,Shiraz-Viognier,South Australia
1352,90-94,231,10-19,Riesling,South Australia
1353,90-94,277,40-49,Sémillon,New South Wales
1354,95-99,277,100+,Shiraz,South Australia
1355,95-99,328,80-99,Shiraz-Cabernet Sauvignon,South Australia
1356,85-89,167,10-19,White Blend,South Australia
1357,85-89,328,40-49,Cabernet Sauvignon-Merlot,Western Australia
1358,80-84,244,<10,Chardonnay,Australia Other
1359,80-84,210,10-19,Chardonnay,New South Wales
1360,85-89,287,10-19,Rosé,South Australia
1361,85-89,183,20-29,Shiraz,South Australia
1362,85-89,256,10-19,Chardonnay,Australia Other
1363,90-94,292,60-79,Shiraz-Grenache,South Australia
1364,90-94,320,60-79,Shiraz,South Australia
1365,90-94,205,60-79,Shiraz,South Australia
1366,90-94,355,20-29,Riesling,South Australia
1367,95-99,434,100+,Shiraz,South Australia
1368,90-94,259,60-79,Shiraz,South Australia
1369,90-94,347,60-79,Shiraz,South Australia
1370,90-94,253,30-39,Shiraz,South Australia
1371,85-89,163,10-19,Chardonnay,Western Australia
1372,80-84,174,10-19,Merlot,South Australia
1373,80-84,279,10-19,Shiraz,South Australia
1374,80-84,207,<10,Merlot,South Australia
1375,85-89,278,10-19,Chardonnay,New South Wales
1376,90-94,178,10-19,Shiraz,South Australia
1377,85-89,185,10-19,Red Blend,South Australia
1378,85-89,248,40-49,Pinot Noir,Tasmania
1379,90-94,249,50-59,Bordeaux-style Red Blend,South Australia
1380,90-94,298,50-59,Cabernet Sauvignon,Western Australia
1381,90-94,388,100+,Cabernet Sauvignon,South Australia
1382,90-94,278,80-99,Shiraz,South Australia
1383,90-94,347,80-99,Cabernet Sauvignon,South Australia
1384,90-94,338,100+,Shiraz,South Australia
1385,90-94,220,30-39,Chardonnay,Western Australia
1386,90-94,221,20-29,Riesling,South Australia
1387,90-94,297,60-79,Cabernet Sauvignon,South Australia
1388,80-84,146,10-19,Cabernet Sauvignon,South Australia
1389,90-94,217,60-79,Shiraz,New South Wales
1390,85-89,161,50-59,Chardonnay,South Australia
1391,85-89,289,20-29,Cabernet Sauvignon,South Australia
1392,85-89,196,20-29,Shiraz,South Australia
1393,90-94,296,60-79,Shiraz,South Australia
1394,90-94,252,10-19,Roussanne,South Australia
1395,90-94,272,30-39,Bordeaux-style Red Blend,Western Australia
1396,90-94,288,20-29,Sauvignon Blanc-Semillon,Western Australia
1397,85-89,192,20-29,Riesling,Western Australia
1398,90-94,294,30-39,Grenache,South Australia
1399,80-84,146,10-19,Chardonnay,South Australia
1400,85-89,192,10-19,Chardonnay,South Australia
1401,85-89,260,20-29,Viognier,South Australia
1402,85-89,271,60-79,Shiraz,South Australia
1403,85-89,266,10-19,Shiraz-Malbec,South Australia
1404,85-89,267,30-39,Bordeaux-style Red Blend,Victoria
1405,85-89,246,20-29,Pinot Noir,Victoria
1406,90-94,353,80-99,Mourvèdre,South Australia
1407,85-89,238,30-39,Cabernet Sauvignon,South Australia
1408,85-89,323,80-99,Shiraz,Victoria
1409,85-89,251,30-39,Shiraz,New South Wales
1410,85-89,321,60-79,Shiraz,South Australia
1411,85-89,273,100+,Shiraz,South Australia
1412,85-89,318,60-79,Shiraz,South Australia
1413,90-94,157,80-99,Shiraz,South Australia
1414,90-94,203,10-19,Chardonnay,Western Australia
1415,90-94,350,50-59,Shiraz,South Australia
1416,85-89,214,30-39,Chardonnay,Western Australia
1417,85-89,257,10-19,White Blend,South Australia
1418,80-84,181,10-19,Red Blend,Australia Other
1419,90-94,324,100+,Shiraz,South Australia
1420,85-89,206,20-29,Red Blend,South Australia
1421,85-89,149,10-19,Sparkling Blend,Australia Other
1422,85-89,211,10-19,Viognier,South Australia
1423,90-94,369,60-79,Syrah,Victoria
1424,90-94,229,30-39,Shiraz,South Australia
1425,85-89,117,<10,Chardonnay,Australia Other
1426,90-94,304,80-99,Cabernet Sauvignon,Western Australia
1427,90-94,289,60-79,Pinot Noir,Victoria
1428,90-94,253,60-79,Red Blend,South Australia
1429,80-84,234,<10,Chardonnay,Australia Other
1430,80-84,198,10-19,Chardonnay,South Australia
1431,80-84,157,10-19,Chardonnay,South Australia
1432,80-84,159,10-19,Chardonnay,Australia Other
1433,80-84,188,10-19,Chardonnay,South Australia
1434,90-94,414,20-29,Riesling,South Australia
1435,90-94,305,20-29,Shiraz,South Australia
1436,85-89,232,10-19,Rosé,South Australia
1437,85-89,324,30-39,Mourvèdre,South Australia
1438,90-94,247,20-29,Shiraz,South Australia
1439,90-94,333,80-99,Grenache,South Australia
1440,90-94,294,60-79,Syrah,South Australia
1441,85-89,239,80-99,Shiraz,South Australia
1442,85-89,265,20-29,Bordeaux-style Red Blend,Western Australia
1443,85-89,233,10-19,Riesling,Victoria
1444,85-89,295,10-19,Cabernet Sauvignon,Australia Other
1445,85-89,329,20-29,Pinot Noir,Tasmania
1446,85-89,193,20-29,Pinot Noir,South Australia
1447,90-94,254,50-59,Chardonnay,South Australia
